name,description,context,country
Luka,120000.0,NBA · Trending,Slovenia
Ukrainian,299000.0,Politics · Trending,Slovenia
NATO,370000.0,Politics · Trending,Slovenia
China,519000.0,Politics · Trending,Slovenia
Zelensky,872000.0,Politics · Trending,Slovenia
America,1400000.0,Politics · Trending,Slovenia
Democrats,1420000.0,Politics · Trending,SolomonIslands
#StateOfTheUnion,96700.0,Politics · Trending,SolomonIslands
Nancy,126000.0,Politics · Trending,SolomonIslands
Secret Service,159000.0,Politics · Trending,SolomonIslands
Zion,13500.0,NBA · Trending,SolomonIslands
Bruce Brown,1153.0,NBA · Trending,SolomonIslands
Nicole Wallace,7914.0,Trending,SolomonIslands
AMERICA IS BACK,82100.0,Politics · Trending,SolomonIslands
Slotkin,38500.0,Politics · Trending,SolomonIslands
Iowa State,6295.0,Trending,SolomonIslands
Jaxson Hayes,3209.0,NBA · Trending,SolomonIslands
Love DOGE,5789.0,Trending,SolomonIslands
wonwoo,216000.0,Korean music · Trending,SolomonIslands
#jointsession,3311.0,Politics · Trending,SolomonIslands
#iubb,1559.0,Sports · Trending,SolomonIslands
Heartless,24800.0,Politics · Trending,SolomonIslands
Texas A&M,15800.0,Education · Trending,SolomonIslands
Musk Steals,11400.0,Trending,SolomonIslands
Jemison,1383.0,NBA · Trending,SolomonIslands
Boebert,4949.0,Politics · Trending,SolomonIslands
Abbey Gate,30400.0,Politics · Trending,SolomonIslands
#TrumpSpeech,3930.0,Politics · Trending,SolomonIslands
Pelicans,5202.0,NBA · Trending,SolomonIslands
Golden Dome,3917.0,Politics · Trending,SolomonIslands
Lesotho,6902.0,Politics · Trending,SolomonIslands
Panama Canal,44100.0,Trending,SolomonIslands
Foggy,10300.0,Entertainment · Trending,SolomonIslands
The Golden Age of America,18400.0,Politics · Trending,SolomonIslands
Geico,2030.0,Business and finance · Trending,SolomonIslands
Keita,3654.0,Sports · Trending,SolomonIslands
Approve,40500.0,Politics · Trending,SolomonIslands
Disgraceful,50000.0,Politics · Trending,SolomonIslands
Vile,65099.99999999999,Trending,SolomonIslands
Marc Fogel,7358.0,Politics · Trending,SolomonIslands
Brain Cancer,153000.0,Politics · Trending,SolomonIslands
Africa,193000.0,Trending,Somalia
Ramadan,337000.0,Trending,Somalia
ISIS,28300.0,Politics · Trending,Somalia
Somalia,11400.0,Politics · Trending,Somalia
Russia,893000.0,Politics · Trending,Somalia
Israel,719000.0,Politics · Trending,Somalia
#InternationalWomensDay,4745.0,Trending,SouthAfrica
#NedbankCup,1845.0,Trending,SouthAfrica
Alvarez,147000.0,UEFA Champions League · Trending,SouthAfrica
GAGASIFM X ASHLEY,57700.0,Trending,SouthAfrica
VOTE SWEET GULUVA,18500.0,Trending,SouthAfrica
ASHLEY CO-HOSTING,52700.0,Trending,SouthAfrica
Rodrygo,87700.0,UEFA Champions League · Trending,SouthAfrica
MacG,3391.0,Trending,SouthAfrica
Valverde,64400.00000000001,UEFA Champions League · Trending,SouthAfrica
Cass,9310.0,Trending,SouthAfrica
Tucker,32299.999999999996,Trending,SouthAfrica
Ranga,1935.0,Trending,SouthAfrica
Magesi,3010.0,Trending,SouthAfrica
Lesotho,6902.0,Politics · Trending,SouthAfrica
Paper,119000.0,Trending,SouthAfrica
Atletico,145000.0,UEFA Champions League · Trending,SouthAfrica
Lilepo,2382.0,Trending,SouthAfrica
Ernst,24900.0,Trending,SouthAfrica
Brahim,107000.0,UEFA Champions League · Trending,SouthAfrica
Blom,4367.0,Trending,SouthAfrica
Mandela,26900.0,Trending,SouthAfrica
Camavinga,27300.0,UEFA Champions League · Trending,SouthAfrica
Nwaneri,44800.0,UEFA Champions League · Trending,SouthAfrica
Maart,4116.0,Trending,SouthAfrica
Hawks,23500.0,NBA · Trending,SouthAfrica
Du Preez,1882.0,Trending,SouthAfrica
Merino,20600.0,Football · Trending,SouthAfrica
2 Games,27800.0,Trending,SouthAfrica
VOTE FOR MSHINI,3157.0,Trending,SouthAfrica
Cele,6170.0,Trending,SouthAfrica
Discovery Bank,14200.0,Trending,SouthAfrica
Sterling,18700.0,Football · Trending,SouthAfrica
chillers punch,1875.0,Trending,SouthAfrica
Uyanda,8161.0,Trending,SouthAfrica
Club Brugge,13500.0,UEFA Champions League · Trending,SouthAfrica
VOTE NATE,3245.0,Trending,SouthAfrica
Dortmund,28400.0,UEFA Champions League · Trending,SouthAfrica
Arsenal,284000.0,Football · Trending,SouthAfrica
LeBron,91800.0,NBA · Trending,SouthAfrica
South Africa,84200.0,Trending,SouthAfrica
#원헌드레드_팬기만_멈춰,20400.0,Trending,SouthKorea
#TXT_6thAnniversary,46700.0,K-pop · Trending,SouthKorea
#더보이즈_음방무대_보장해,15100.0,Trending,SouthKorea
#비피엠_생일팬싸_취소해,29900.0,Trending,SouthKorea
#비피엠_팬기만이벤트취소해,30000.0,Trending,SouthKorea
다마고치,3261.0,Trending,SouthKorea
카이스트,2019.0,Korean music · Trending,SouthKorea
홈플러스,8400.0,Trending,SouthKorea
제작발표회,8479.0,Trending,SouthKorea
근로장려금,5731.0,Trending,SouthKorea
트럼프 연설,1600.0,Trending,SouthKorea
우리 원우,1010.0,Trending,SouthKorea
밤린왕자,3723.0,Trending,SouthKorea
개학 개강,7940.0,Trending,SouthKorea
블루스퀘어,7605.0,Trending,SouthKorea
삭스에이,1117.0,Trending,SouthKorea
게임보이,1615.0,Trending,SouthKorea
Democrats,1670000.0,Politics · Trending,SouthSudan
#StateOfTheUnion,96700.0,Politics · Trending,SouthSudan
Nancy,127000.0,Politics · Trending,SouthSudan
Zion,13500.0,NBA · Trending,SouthSudan
Secret Service,159000.0,Politics · Trending,SouthSudan
Bruce Brown,1140.0,NBA · Trending,SouthSudan
Nicole Wallace,7889.0,Trending,SouthSudan
AMERICA IS BACK,82100.0,Politics · Trending,SouthSudan
Slotkin,38600.0,Politics · Trending,SouthSudan
Iowa State,6267.0,Trending,SouthSudan
Jaxson Hayes,3220.0,NBA · Trending,SouthSudan
Love DOGE,5746.0,Trending,SouthSudan
wonwoo,217000.0,Korean music · Trending,SouthSudan
#jointsession,3312.0,Politics · Trending,SouthSudan
#iubb,1559.0,Sports · Trending,SouthSudan
Heartless,24800.0,Politics · Trending,SouthSudan
Jemison,1329.0,NBA · Trending,SouthSudan
Texas A&M,15800.0,Education · Trending,SouthSudan
Musk Steals,11300.0,Trending,SouthSudan
Boebert,4962.0,Politics · Trending,SouthSudan
Abbey Gate,30400.0,Politics · Trending,SouthSudan
#TrumpSpeech,3932.0,Politics · Trending,SouthSudan
Pelicans,5182.0,NBA · Trending,SouthSudan
Golden Dome,3910.0,Politics · Trending,SouthSudan
Lesotho,6889.0,Politics · Trending,SouthSudan
Foggy,10400.0,Entertainment · Trending,SouthSudan
Panama Canal,44100.0,Trending,SouthSudan
The Golden Age of America,18500.0,Politics · Trending,SouthSudan
Geico,2034.0,Business and finance · Trending,SouthSudan
Keita,3669.0,Sports · Trending,SouthSudan
Approve,40400.0,Politics · Trending,SouthSudan
Disgraceful,50000.0,Politics · Trending,SouthSudan
Vile,65000.0,Trending,SouthSudan
Brain Cancer,151000.0,Politics · Trending,SouthSudan
Marc Fogel,7340.0,Politics · Trending,SouthSudan
#GHFinal,98500.0,Trending,Spain
Marieta,40500.0,Trending,Spain
Brahim,107000.0,UEFA Champions League · Trending,Spain
#LaIslaDeLasTentaciones14,30100.0,Trending,Spain
#GH4M,42600.0,Trending,Spain
Julián Álvarez,102000.0,Football · Trending,Spain
#RealMadridAtleti,8517.0,UEFA Champions League · Trending,Spain
Camavinga,27300.0,UEFA Champions League · Trending,Spain
Valverde,64400.00000000001,UEFA Champions League · Trending,Spain
#ChollometroCalentito,1663.0,Trending,Spain
Mbappe,73000.0,UEFA Champions League · Trending,Spain
Javi Galán,3882.0,UEFA Champions League · Trending,Spain
Spotify,424000.0,Music streaming service · Trending,Spain
Anora,102000.0,Entertainment · Trending,Spain
Metropolitano,10200.0,UEFA Champions League · Trending,Spain
Bernabéu,66300.0,UEFA Champions League · Trending,Spain
Giménez,16600.0,UEFA Champions League · Trending,Spain
Miércoles de Ceniza,10000.0,Trending,Spain
Simeone,27400.0,UEFA Champions League · Trending,Spain
Barrios,15800.0,UEFA Champions League · Trending,Spain
Cuaresma,13500.0,Trending,Spain
Leticia Dolera,1484.0,Trending,Spain
Cholo,11100.0,Football · Trending,Spain
Modric,10400.0,UEFA Champions League · Trending,Spain
Sergio,45000.0,Trending,Spain
Ucrania,242000.0,Politics · Trending,Spain
TONGAZO,5926.0,Trending,Spain
Tongo,8381.0,Trending,Spain
Eros,7268.0,Trending,Spain
Turpin,4133.0,UEFA Champions League · Trending,Spain
Kant,14800.0,Trending,Spain
Junts,35300.0,Trending,Spain
Giuliano,2957.0,UEFA Champions League · Trending,Spain
Brujas,4036.0,UEFA Champions League · Trending,Spain
Ancelotti,22600.0,Sports · Trending,Spain
Lucas Vázquez,3281.0,UEFA Champions League · Trending,Spain
le normand,1160.0,Trending,Spain
Bayan,13400.0,Trending,Spain
Kyrie,108000.0,NBA · Trending,Spain
Griezmann,9293.0,UEFA Champions League · Trending,Spain
Oblak,5512.0,UEFA Champions League · Trending,Spain
El Arsenal,7587.0,Football · Trending,Spain
no a la guerra,49600.0,Trending,Spain
Gürtel,8725.0,Trending,Spain
Demi Moore,29700.0,Entertainment · Trending,Spain
Ruvens,11900.0,Trending,Spain
Frigenti,5796.0,Trending,Spain
#INDvAUS,107000.0,Cricket · Trending,SriLanka
#ChampionsTrophy2025,168000.0,Cricket · Trending,SriLanka
Sri Lanka,4620.0,Trending,SriLanka
Australia,230000.0,Trending,SriLanka
#beckysangels,180000.0,Only on X · Trending,SriLanka
#Oscars,246000.0,Entertainment · Trending,SriLanka
Pakistan,162000.0,Trending,SriLanka
Wirtz,2226.0,Trending,SriLanka
Trump,3410000.0,Politics · Trending,SriLanka
Russia,892000.0,Politics · Trending,SriLanka
Gaza,512000.0,Politics · Trending,SriLanka
Germany,185000.0,Politics · Trending,SriLanka
$BTC,90400.0,Business & finance · Trending,SriLanka
Europe,641000.0,Politics · Trending,SriLanka
Colombo,3139.0,Trending,SriLanka
Zelenskyy,309000.0,Politics · Trending,SriLanka
Dubai,86800.0,Sports · Trending,SriLanka
#srchafreen,247000.0,Trending,SriLanka
#FreenBecky,136000.0,Only on X · Trending,SriLanka
#Ukraine,67100.0,Politics · Trending,SriLanka
#ฟรีนเบค,108000.0,Only on X · Trending,SriLanka
Democrats,1680000.0,Trending in Politics,Suriname
Al Green,181000.0,Trending in Political figures,Suriname
Dems,279000.0,Trending in Politics,Suriname
Pocahontas,61000.0,Trending in Political figures,Suriname
Nancy,127000.0,Trending in Political figures,Suriname
Social Security,170000.0,Trending in Politics,Suriname
Approve of DOGE,10700.0,Trending in Business & finance,Suriname
God Bless America,38000.0,Trending in Politics,Suriname
#PresidentTrump,4643.0,Trending in Politics,Suriname
#Trump2025,2295.0,Trending in Politics,Suriname
Mike Johnson,47600.0,Trending in Politics,Suriname
Capitol,119000.0,Trending in Politics,Suriname
Cancer,458000.0,Trending in Politics,Suriname
Yes DOGE,15100.0,Trending in Business & finance,Suriname
Hamid,10500.0,Trending,Sweden
arla,1698.0,Trending,Sweden
Madrid,419000.0,UEFA Champions League · Trending,Sweden
Champions League,129000.0,Football · Trending,Sweden
Coop,9454.0,Trending,Sweden
Ukraina,32200.000000000004,Politics · Trending,Sweden
kista,1051.0,Trending,Sweden
mexiko,2172.0,Trending,Sweden
Hanif,3175.0,Trending,Sweden
Putin,903000.0,Politics · Trending,Sweden
Mannheim,76300.0,Trending,Sweden
zelenskyj,3845.0,Trending,Sweden
Frida,2665.0,Trending,Sweden
Ryssland,3708.0,Trending,Sweden
#Oscars,246000.0,Entertainment · Trending,Sweden
Russia,892000.0,Politics · Trending,Sweden
Kanada,18800.0,Trending,Sweden
Africa,193000.0,Trending,Sweden
Bitcoin,709000.0,Business & finance · Trending,Sweden
Palestinian,159000.0,Politics · Trending,Sweden
Starlink,116000.0,Trending,Sweden
NATO,370000.0,Politics · Trending,Sweden
Taiwan,53000.0,Politics · Trending,Sweden
Vita,37000.0,Gaming · Trending,Sweden
Hungary,51000.0,Politics · Trending,Sweden
#Mannheim,22700.0,Trending,Switzerland
Deutscher,11700.0,Trending,Switzerland
sprache,1850.0,Trending,Switzerland
täter,14000.0,Trending,Switzerland
Geneva,12000.0,Trending,Switzerland
Merz,100000.0,Trending,Switzerland
Schulden,49800.0,Trending,Switzerland
Jesus,273000.0,Politics · Trending,Switzerland
Australia,230000.0,Trending,Switzerland
quatsch,1706.0,Trending,Switzerland
Amis,24700.0,Trending,Switzerland
Congress,720000.0,Politics · Trending,Switzerland
#Oscars2025,87100.0,Trending,Switzerland
Trump,6820000.0,Politics · Trending,Switzerland
Binance,508000.0,Business & finance · Trending,Switzerland
Gold,233000.0,Trending,Switzerland
Ukraine,2260000.0,Politics · Trending,Switzerland
Unterstützung,7482.0,Trending,Switzerland
NFTs,91700.0,Trending,Switzerland
NATO,370000.0,Politics · Trending,Switzerland
#Russland,1753.0,Trending,Switzerland
Volodymyr Zelensky,26400.0,Politics · Trending,Switzerland
märz 2025,1812.0,Trending,Switzerland
Russia,893000.0,Politics · Trending,Switzerland
Orban,37600.0,Politics · Trending,Switzerland
Rolle,2562.0,Trending,Switzerland
Conseil,15300.0,Trending,Switzerland
#OnThisDay,5928.0,Trending,Switzerland
White House,256000.0,Politics · Trending,Switzerland
Kendu,2141.0,Trending,Switzerland
Idiot,173000.0,Politics · Trending,Switzerland
Vance,487000.0,Politics · Trending,Switzerland
Posts,298000.0,Trending,Switzerland
Ukrainians,123000.0,Politics · Trending,Switzerland
Frieden,28300.0,Trending,Switzerland
wallis,4707.0,Trending,Switzerland
America,1410000.0,Politics · Trending,Switzerland
Européens,29900.0,Trending,Switzerland
Canada,1350000.0,Politics · Trending,Switzerland
Putin,903000.0,Politics · Trending,Switzerland
Soldaten,10400.0,Trending,Switzerland
Denver,21200.0,Sports · Trending,Switzerland
Londres,28100.0,Trending,Switzerland
Afghanistan,145000.0,Politics · Trending,Switzerland
Rohstoffe,1083.0,Trending,Switzerland
Russen,7986.0,Trending,Switzerland
Respekt,3914.0,Trending,Switzerland
Ramadan,337000.0,Trending,Switzerland
Ramadan,337000.0,Food · Trending,Syria
FREE YOKO FROM NINESTAR,305000.0,Only on X · Trending,Taiwan
#MillionsMaxByFaye,207000.0,Trending,Taiwan
TSMC,27600.0,Trending,Taiwan
summer love with lk 04,3586.0,Trending,Taiwan
Democrats,1680000.0,Politics · Trending,Taiwan
#OssansLoveTHep9,91500.0,Trending,Taiwan
LMSY,12800.0,Trending,Taiwan
$stoned,1326.0,Trending,Taiwan
#Bitcoin,132000.0,Business & finance · Trending,Taiwan
Canada,1350000.0,Politics · Trending,Taiwan
Taiwan,53000.0,Politics · Trending,Taiwan
Beijing,15100.0,Politics · Trending,Taiwan
Apple,346000.0,Technology · Trending,Taiwan
Russia,893000.0,Politics · Trending,Taiwan
Japan,321000.0,Trending,Taiwan
Israel,719000.0,Politics · Trending,Taiwan
Amen,216000.0,Politics · Trending,Taiwan
Most Handsome Man Alive,14600.0,Trending,Taiwan
SO CUTE,172000.0,Trending,Taiwan
Putin,903000.0,Politics · Trending,Taiwan
Trump,6820000.0,Politics · Trending,Taiwan
London,222000.0,Politics · Trending,Taiwan
China,519000.0,Politics · Trending,Taiwan
Oscar,607000.0,Trending,Taiwan
Australia,230000.0,Trending,Taiwan
Covid,270000.0,Politics · Trending,Taiwan
HEART BLOOM WITH ML,5644.0,Trending,Taiwan
phone wallpaper,2632.0,Trending,Taiwan
NATO,370000.0,Politics · Trending,Taiwan
Tesla,152000.0,Trending,Taiwan
Luka,120000.0,NBA · Trending,Taiwan
Binance,508000.0,Business & finance · Trending,Taiwan
Germany,185000.0,Trending,Taiwan
Lily,68800.0,Trending,Taiwan
European,272000.0,Politics · Trending,Taiwan
Ukrainians,123000.0,Politics · Trending,Taiwan
#FriendlyRivalry,111000.0,Trending,Taiwan
#FreenBecky,136000.0,Only on X · Trending,Taiwan
#MHMA2025,14600.0,Trending,Taiwan
#ฟรีนเบค,108000.0,Only on X · Trending,Taiwan
#beckysangels,181000.0,Only on X · Trending,Taiwan
#NETIZENSCHOICE,12300.0,Trending,Taiwan
#Ormkornnaphat,422000.0,Fashion · Trending,Taiwan
#FELIX,33100.0,Trending,Taiwan
#srchafreen,247000.0,Trending,Taiwan
Real Madrid,212000.0,UEFA Champions League · Trending,Tanzania
dar es salaam,1439.0,Trending,Tanzania
#AccelerateAction,3227.0,Trending,Tanzania
Congolese,5591.0,Politics · Trending,Tanzania
NATO,371000.0,Politics · Trending,Tanzania
Drake,60400.0,Trending,Tanzania
Tanzania,11100.0,Trending,Tanzania
Uganda,25500.0,Politics · Trending,Tanzania
Arsenal,285000.0,Football · Trending,Tanzania
Simba,7522.0,Trending,Tanzania
Ruto,75200.0,Politics · Trending,Tanzania
May Allah,38200.0,Sports · Trending,Tanzania
Sportybet,12600.0,Trending,Tanzania
Ukraine,2120000.0,Politics · Trending,Tanzania
Islam,165000.0,Politics · Trending,Tanzania
Master,170000.0,Trending,Tanzania
Russia,893000.0,Politics · Trending,Tanzania
Putin,903000.0,Politics · Trending,Tanzania
CHADEMA,3874.0,Trending,Tanzania
China,519000.0,Politics · Trending,Tanzania
Rwanda,52000.0,Politics · Trending,Tanzania
Netanyahu,76200.0,Politics · Trending,Tanzania
Pole,19900.0,Trending,Tanzania
Boss,227000.0,Politics · Trending,Tanzania
Onana,2480.0,UEFA Champions League · Trending,Tanzania
Ramadan,337000.0,Trending,Tanzania
Amen,216000.0,Politics · Trending,Tanzania
Kenya,98400.0,Trending,Tanzania
Europe,641000.0,Politics · Trending,Tanzania
Active,231000.0,Trending,Tanzania
Ukrainian,299000.0,Politics · Trending,Tanzania
Elon Musk,608000.0,Trending,Tanzania
King,547000.0,Trending,Tanzania
Rodri,14700.0,UEFA Champions League · Trending,Tanzania
#SweetGuluva,15300.0,Trending,Tanzania
Nigeria,116000.0,Politics · Trending,Tanzania
#TEN_STUNNER,665000.0,Trending,Thailand
#LingOrmDiorAW25,2840000.0,Fashion · Trending,Thailand
#2025TENCONCERT1001MOVEMENT,15000.0,Trending,Thailand
LINGORM AT PFW2025,2620000.0,Fashion · Trending,Thailand
#LISAxJimmyKimmelLive,5601.0,Trending,Thailand
LOL2025 PRESS x WINNYSATANG,3321.0,Only on X · Trending,Thailand
SKYNANI WORLD FASHION,604000.0,Trending,Thailand
GROWING TOGETHER WITH BAS,99100.0,Trending,Thailand
YinWar Friends of Garnier,113000.0,Trending,Thailand
MARK LEE HOMECOMING,9465.0,Trending,Thailand
TMK X COMFORT AURA,290000.0,Trending,Thailand
GLAMOROUS CHARLOTTE05,17900.0,Only on X · Trending,Thailand
XIAO ZHAN MOLSION GBA,4802.0,Trending,Thailand
patrick puppy type,12100.0,Trending,Thailand
Hydrobooster Grand Launch,6444.0,Trending,Thailand
sky nani with garnier,11400.0,Trending,Thailand
PONDPHUWIN LOL2025 PRESS,8153.0,Trending,Thailand
SO CUTE JAMESSU,1966.0,Only on X · Trending,Thailand
ENGFA GLOWING STAR05,10600.0,Trending,Thailand
FOURTH HAPPY TRIP NIVEA,87400.0,Trending,Thailand
ANV 1ST MAINCAST 4MIN,27600.0,Trending,Thailand
FREE YOKO FROM NINESTAR,307000.0,Only on X · Trending,Thailand
WIN WORLD FASHION SS25,346000.0,Fashion & beauty · Trending,Thailand
ALWAYS LUVE BUILD,28700.0,Trending,Thailand
PHUWIN LOEWE WFTSS25,298000.0,Trending,Thailand
KEUNFAOPHEE X TLEFIRSTONE,32200.000000000004,Trending,Thailand
HAIER PRESS CONFERENCE,228000.0,Trending,Thailand
summer love with lk 04,3586.0,Trending,Thailand
PERAYA X MILLIONSMAX OPENING,206000.0,Trending,Thailand
WFT X WILLIAM NUT HONG,91800.0,Trending,Thailand
4th GROW UP WITH BIBLE,6618.0,Trending,Thailand
GOOD EX MORNING Q13,15600.0,Trending,Thailand
RUEANGLAO X AUAUSAVE,55500.0,Trending,Thailand
HENGMO CHECK IN LAMPANG,7577.0,Trending,Thailand
HOUSE OF FLAMES EP12,122000.0,Trending,Thailand
GROWING UP WITH DORN,2410.0,Trending,Thailand
OFFROAD FOUL PRESSTOUR,43300.0,Trending,Thailand
DREAM WITH BIU,7831.0,Trending,Thailand
WINTER FOR POLO PLAY 2025,11300.0,Trending,Thailand
World Obesity Day,40100.0,Trending,Thailand
CHANGE FOR FUTURE,8091.0,Trending,Thailand
SERENDIPITY LOVE ENGLOT05,3879.0,Trending,Thailand
Food Support,16200.0,Trending,Thailand
wonwoo,217000.0,Korean music · Trending,Thailand
Democrats,1680000.0,Politics · Trending,Thailand
Canada,1350000.0,Politics · Trending,Thailand
Congress,720000.0,Politics · Trending,Thailand
7-Eleven,2220.0,Business & finance · Trending,Thailand
Democrats,1420000.0,Politics · Trending,TimorLeste
#StateOfTheUnion,96700.0,Politics · Trending,TimorLeste
Nancy,126000.0,Politics · Trending,TimorLeste
Zion,13500.0,NBA · Trending,TimorLeste
Secret Service,160000.0,Politics · Trending,TimorLeste
Bruce Brown,1223.0,NBA · Trending,TimorLeste
Nicole Wallace,8035.0,Trending,TimorLeste
AMERICA IS BACK,82400.0,Politics · Trending,TimorLeste
Slotkin,39100.0,Politics · Trending,TimorLeste
Iowa State,6295.0,Trending,TimorLeste
Jaxson Hayes,3220.0,NBA · Trending,TimorLeste
Love DOGE,5789.0,Trending,TimorLeste
wonwoo,217000.0,Korean music · Trending,TimorLeste
#jointsession,3311.0,Politics · Trending,TimorLeste
#iubb,1560.0,Sports · Trending,TimorLeste
Heartless,25000.0,Politics · Trending,TimorLeste
Jemison,1383.0,NBA · Trending,TimorLeste
Texas A&M,15800.0,Education · Trending,TimorLeste
Musk Steals,11400.0,Trending,TimorLeste
Boebert,4949.0,Politics · Trending,TimorLeste
Abbey Gate,30700.0,Politics · Trending,TimorLeste
#TrumpSpeech,3930.0,Politics · Trending,TimorLeste
Pelicans,5202.0,NBA · Trending,TimorLeste
Golden Dome,3917.0,Politics · Trending,TimorLeste
Lesotho,6956.0,Politics · Trending,TimorLeste
Foggy,10300.0,Entertainment · Trending,TimorLeste
Panama Canal,44100.0,Trending,TimorLeste
The Golden Age of America,18500.0,Politics · Trending,TimorLeste
Geico,2036.0,Business and finance · Trending,TimorLeste
Keita,3654.0,Sports · Trending,TimorLeste
Approve,40500.0,Politics · Trending,TimorLeste
Disgraceful,50000.0,Politics · Trending,TimorLeste
Vile,65099.99999999999,Trending,TimorLeste
Brain Cancer,153000.0,Politics · Trending,TimorLeste
Marc Fogel,7459.0,Politics · Trending,TimorLeste
Bitcoin,710000.0,Business & finance · Trending,Togo
Nigeria,116000.0,Politics · Trending,Togo
Democrats,1420000.0,Politics · Trending,Tonga
#StateOfTheUnion,97000.0,Politics · Trending,Tonga
Laken Riley,139000.0,Politics · Trending,Tonga
Nancy,127000.0,Politics · Trending,Tonga
Zion,14100.0,NBA · Trending,Tonga
Secret Service,159000.0,Politics · Trending,Tonga
Bruce Brown,1223.0,NBA · Trending,Tonga
Nicole Wallace,8035.0,Trending,Tonga
AMERICA IS BACK,82400.0,Politics · Trending,Tonga
Slotkin,39100.0,Politics · Trending,Tonga
Iowa State,6295.0,Trending,Tonga
Jaxson Hayes,3220.0,NBA · Trending,Tonga
Jocelyn,53200.0,Politics · Trending,Tonga
Love DOGE,5789.0,Trending,Tonga
wonwoo,217000.0,Korean music · Trending,Tonga
#jointsession,3311.0,Politics · Trending,Tonga
#iubb,1559.0,Sports · Trending,Tonga
Heartless,25000.0,Politics · Trending,Tonga
Jemison,1632.0,NBA · Trending,Tonga
Texas A&M,15800.0,Education · Trending,Tonga
Musk Steals,11400.0,Trending,Tonga
Boebert,4949.0,Politics · Trending,Tonga
Abbey Gate,30400.0,Politics · Trending,Tonga
#TrumpSpeech,3930.0,Politics · Trending,Tonga
Pelicans,5202.0,NBA · Trending,Tonga
Golden Dome,3917.0,Politics · Trending,Tonga
Lesotho,6956.0,Politics · Trending,Tonga
Foggy,10300.0,Entertainment · Trending,Tonga
Panama Canal,44100.0,Trending,Tonga
The Golden Age of America,18500.0,Politics · Trending,Tonga
Geico,2030.0,Business and finance · Trending,Tonga
Keita,3654.0,Sports · Trending,Tonga
Approve,40500.0,Politics · Trending,Tonga
Disgraceful,50000.0,Politics · Trending,Tonga
Vile,65099.99999999999,Trending,Tonga
Brain Cancer,154000.0,Politics · Trending,Tonga
Marc Fogel,7459.0,Politics · Trending,Tonga
Democrats,1420000.0,Politics · Trending,TrinidadAndTobago
#StateOfTheUnion,97000.0,Politics · Trending,TrinidadAndTobago
Nancy,127000.0,Politics · Trending,TrinidadAndTobago
Zion,13500.0,NBA · Trending,TrinidadAndTobago
Secret Service,159000.0,Politics · Trending,TrinidadAndTobago
Bruce Brown,1223.0,NBA · Trending,TrinidadAndTobago
Nicole Wallace,8035.0,Trending,TrinidadAndTobago
AMERICA IS BACK,82400.0,Politics · Trending,TrinidadAndTobago
Slotkin,38500.0,Politics · Trending,TrinidadAndTobago
Iowa State,6295.0,Trending,TrinidadAndTobago
Jaxson Hayes,3220.0,NBA · Trending,TrinidadAndTobago
Love DOGE,5789.0,Trending,TrinidadAndTobago
wonwoo,217000.0,Korean music · Trending,TrinidadAndTobago
#jointsession,3311.0,Politics · Trending,TrinidadAndTobago
#iubb,1559.0,Sports · Trending,TrinidadAndTobago
Heartless,25000.0,Politics · Trending,TrinidadAndTobago
Jemison,1632.0,NBA · Trending,TrinidadAndTobago
Texas A&M,15800.0,Education · Trending,TrinidadAndTobago
Musk Steals,11400.0,Trending,TrinidadAndTobago
Boebert,4949.0,Politics · Trending,TrinidadAndTobago
Abbey Gate,30700.0,Politics · Trending,TrinidadAndTobago
#TrumpSpeech,3930.0,Politics · Trending,TrinidadAndTobago
Pelicans,5202.0,NBA · Trending,TrinidadAndTobago
Golden Dome,3917.0,Politics · Trending,TrinidadAndTobago
Lesotho,6956.0,Politics · Trending,TrinidadAndTobago
Foggy,10300.0,Entertainment · Trending,TrinidadAndTobago
Panama Canal,44100.0,Trending,TrinidadAndTobago
The Golden Age of America,18500.0,Politics · Trending,TrinidadAndTobago
Geico,2036.0,Business and finance · Trending,TrinidadAndTobago
Keita,3654.0,Sports · Trending,TrinidadAndTobago
Approve,40500.0,Politics · Trending,TrinidadAndTobago
Disgraceful,50000.0,Politics · Trending,TrinidadAndTobago
Vile,65099.99999999999,Trending,TrinidadAndTobago
Brain Cancer,153000.0,Politics · Trending,TrinidadAndTobago
Marc Fogel,7459.0,Politics · Trending,TrinidadAndTobago
القمه العربيه,78500.0,Trending,Tunisia
الخطه المصريه,7363.0,Trending,Tunisia
القاهرة,36300.0,Trending,Tunisia
القضيه الفلسطينيه,7205.0,Trending,Tunisia
قيس سعيد,1039.0,Trending,Tunisia
برشلونة,802000.0,UEFA Champions League · Trending,Tunisia
السيسي,25600.0,Politics · Trending,Tunisia
ترمب,9056.0,Politics · Trending,Tunisia
Tunisia,1790.0,Trending,Tunisia
الإمارات,23600.0,Trending,Tunisia
علي المقاومه,10700.0,Trending,Tunisia
ميلان,1590000.0,UEFA Champions League · Trending,Tunisia
الدول العربيه,14400.0,Politics · Trending,Tunisia
القدس,10900.0,Trending,Tunisia
أمريكا,59600.0,Politics · Trending,Tunisia
الأهلي,939000.0,Football · Trending,Tunisia
إيران,205000.0,Trending,Tunisia
Arsenal,285000.0,Football · Trending,Tunisia
الولايات المتحدة,13700.0,Politics · Trending,Tunisia
أوروبا,23000.0,Trending,Tunisia
اليمن,37600.0,Trending,Tunisia
#الجزاير,5181.0,Trending,Tunisia
