name,description,context,country
#bbvipal4,7813.0,Trending,Albania
Putin,899000.0,Politics · Trending,Albania
China,515000.0,Politics · Trending,Albania
America,1380000.0,Politics · Trending,Albania
Zelensky,869000.0,Politics · Trending,Albania
القاهرة,36200.0,Trending,Algeria
دياز,12300.0,UEFA Champions League · Trending,Algeria
القضيه الفلسطينيه,7188.0,Trending,Algeria
فالفيردي,8656.0,UEFA Champions League · Trending,Algeria
سلاح المقاومه,4783.0,Trending,Algeria
محرز,8578.0,Trending,Algeria
ميندي,3418.0,UEFA Champions League · Trending,Algeria
الفاريز,7885.0,Trending,Algeria
السيسي,25500.0,Politics · Trending,Algeria
#WWERaw,53500.0,Wrestling · Trending,Algeria
سيميوني,4337.0,UEFA Champions League · Trending,Algeria
وزير الخارجيه,13700.0,Trending,Algeria
عباس,15100.0,Trending,Algeria
اتلتيكو,800000.0,UEFA Champions League · Trending,Algeria
البيان الختامي,3835.0,Trending,Algeria
Jennie,226000.0,K-pop · Trending,Algeria
رييس مجلس الوزراء,2195.0,Trending,Algeria
الكويت,23800.0,Trending,Algeria
فرنسا,5811.0,UEFA Champions League · Trending,Algeria
بنفيكا,786000.0,Football · Trending,Algeria
الرييس الجزايري,1715.0,Trending,Algeria
الشعب المصري,1630.0,Trending,Algeria
caire,1444.0,Trending,Algeria
ريال مدريد,851000.0,UEFA Champions League · Trending,Algeria
رونالدو,7685.0,Manchester United · Trending,Algeria
وزير الدوله,1731.0,Trending,Algeria
الموسم الثاني,2347.0,Trending,Algeria
تونس,3733.0,Trending,Algeria
Oscars,439000.0,Entertainment · Trending,Algeria
سلاح حماس,2628.0,Trending,Algeria
مودريتش,1611.0,UEFA Champions League · Trending,Algeria
السيد الرييس,2873.0,Trending,Algeria
اسرائيل,67600.0,Politics · Trending,Algeria
الضفه الغربيه,4852.0,Trending,Algeria
مجلس الامن,3417.0,Trending,Algeria
الدول العربيه,14300.0,Politics · Trending,Algeria
الشعوب العربيه,2142.0,Trending,Algeria
اليوم الثالث,16900.0,Trending,Algeria
كندا,4591.0,Trending,Algeria
#PresidentTrump,4598.0,Trending in Politics,Andorra
Democrats,1650000.0,Trending in Politics,Andorra
Al Green,174000.0,Trending in Political figures,Andorra
Dems,275000.0,Trending in Politics,Andorra
Pocahontas,58900.0,Trending in Political figures,Andorra
Nancy,125000.0,Trending in Political figures,Andorra
Social Security,166000.0,Trending in Politics,Andorra
God Bless America,37400.0,Trending in Politics,Andorra
Mike Johnson,46600.0,Trending in Politics,Andorra
Capitol,118000.0,Trending in Politics,Andorra
Rush,74600.0,Trending in Politics,Andorra
#PSVARS,19300.0,Trending in Football,Andorra
Mbappe,72700.0,Trending in Football,Andorra
#Arsenal,7193.0,Trending in Football,Andorra
Odegaard,22500.0,Trending in Football,Andorra
#bwfc,2433.0,Trending in Football,Andorra
Declan Rice,6985.0,Trending in Football,Andorra
Gunners,13500.0,Trending in Football,Andorra
Perisic,4928.0,Trending in Football,Andorra
Nwaneri,44600.0,Trending in Football,Andorra
Wayne Rooney,3016.0,Trending in Football,Andorra
Eindhoven,8399.0,Trending in Football,Andorra
Fede,46000.0,Trending in Football,Andorra
Trump,6090000.0,Politics · Trending,Angola
Ukraine,2250000.0,Politics · Trending,Angola
Democrats,1400000.0,Politics · Trending,AntiguaAndBarbuda
#StateOfTheUnion,95300.0,Politics · Trending,AntiguaAndBarbuda
Nancy,125000.0,Politics · Trending,AntiguaAndBarbuda
Secret Service,154000.0,Politics · Trending,AntiguaAndBarbuda
AMERICA IS BACK,80600.0,Politics · Trending,AntiguaAndBarbuda
Nicole Wallace,7329.0,Trending,AntiguaAndBarbuda
Slotkin,36000.0,Politics · Trending,AntiguaAndBarbuda
Iowa State,6061.0,Trending,AntiguaAndBarbuda
Jaxson Hayes,3152.0,NBA · Trending,AntiguaAndBarbuda
Zion,12200.0,NBA · Trending,AntiguaAndBarbuda
#jointsession,3227.0,Politics · Trending,AntiguaAndBarbuda
wonwoo,211000.0,Korean music · Trending,AntiguaAndBarbuda
#iubb,1548.0,Sports · Trending,AntiguaAndBarbuda
Love DOGE,5576.0,Trending,AntiguaAndBarbuda
Musk Steals,11100.0,Trending,AntiguaAndBarbuda
Heartless,24100.0,Politics · Trending,AntiguaAndBarbuda
Texas A&M,15600.0,Education · Trending,AntiguaAndBarbuda
Boebert,4865.0,Politics · Trending,AntiguaAndBarbuda
Abbey Gate,29200.0,Politics · Trending,AntiguaAndBarbuda
#TrumpSpeech,3776.0,Politics · Trending,AntiguaAndBarbuda
Golden Dome,3802.0,Politics · Trending,AntiguaAndBarbuda
Lesotho,6706.0,Politics · Trending,AntiguaAndBarbuda
Panama Canal,43700.0,Trending,AntiguaAndBarbuda
The Golden Age of America,17800.0,Politics · Trending,AntiguaAndBarbuda
Foggy,9919.0,Entertainment · Trending,AntiguaAndBarbuda
Geico,1988.0,Business and finance · Trending,AntiguaAndBarbuda
Keita,3555.0,Trending,AntiguaAndBarbuda
Pelicans,5016.0,NBA · Trending,AntiguaAndBarbuda
Disgraceful,47800.0,Politics · Trending,AntiguaAndBarbuda
Vile,63600.0,Trending,AntiguaAndBarbuda
Marc Fogel,6996.0,Politics · Trending,AntiguaAndBarbuda
Brain Cancer,146000.0,Politics · Trending,AntiguaAndBarbuda
Approve,39900.0,Politics · Trending,AntiguaAndBarbuda
Canadians,231000.0,Politics · Trending,AntiguaAndBarbuda
Ghetto,25200.0,Trending,AntiguaAndBarbuda
Julian,165000.0,UEFA Champions League · Trending,Argentina
FURIA AL 9009,44700.0,Trending,Argentina
Lali,32800.0,Trending,Argentina
Moldavsky,23700.0,Trending,Argentina
#DaredevilBornAgain,62800.0,Entertainment · Trending,Argentina
Olga,16900.0,Trending,Argentina
Manes,42400.0,Politics · Trending,Argentina
Real Madrid,211000.0,UEFA Champions League · Trending,Argentina
Nati Jota,13600.0,Trending,Argentina
Tarzia,2246.0,Superliga Argentina · Trending,Argentina
LUCA AL 9009,50100.0,Trending,Argentina
#GranHeramano,8130.0,Trending,Argentina
Simeone,27300.0,UEFA Champions League · Trending,Argentina
Rodrygo,87300.0,UEFA Champions League · Trending,Argentina
Galán,16500.0,UEFA Champions League · Trending,Argentina
#ChampionsLeague,18700.0,Football · Trending,Argentina
Pagni,8155.0,Politics · Trending,Argentina
Bernabéu,66100.0,UEFA Champions League · Trending,Argentina
Ajax,5202.0,UEFA Champions League · Trending,Argentina
San Lorenzo,12000.0,Football · Trending,Argentina
Emma,65800.0,Trending,Argentina
Valverde,64000.0,UEFA Champions League · Trending,Argentina
Patronato,4612.0,Football · Trending,Argentina
violetta,10900.0,Trending,Argentina
Eliminar,18300.0,Trending,Argentina
Paco,14200.0,Rap · Trending,Argentina
Braida,2157.0,Trending,Argentina
Brahim,107000.0,UEFA Champions League · Trending,Argentina
Betular,2351.0,Trending,Argentina
MARREY COULD BE THE ONE,6570.0,Trending,Argentina
Vera,31600.0,Superliga Argentina · Trending,Argentina
#BuenMartes,2740.0,Trending,Argentina
Canadá,1350000.0,Politics · Trending,Argentina
#SKZxARG,2285.0,Trending,Argentina
CATA AL 9009,2742.0,Trending,Argentina
Oscar,605000.0,Trending,Argentina
wonwoo,211000.0,Korean music · Trending,Argentina
Argentina Has HOPe,2094.0,Trending,Argentina
Anora,102000.0,Entertainment · Trending,Argentina
Molina,6444.0,UEFA Champions League · Trending,Argentina
CUERPO X OLIWALD,23300.0,Trending,Argentina
VUELVE JANEKI,4001.0,Trending,Argentina
MARTU AL 9009,3775.0,Trending,Argentina
Stanley,36200.0,Trending,Argentina
Mercosur,5316.0,Trending,Argentina
Lumilagro,1756.0,Trending,Argentina
Griezmann,9259.0,UEFA Champions League · Trending,Argentina
Cholo,11100.0,Football · Trending,Argentina
Azerbaijan,3338.0,Trending,Armenia
Trump,6030000.0,Politics · Trending,Armenia
Russia,889000.0,Politics · Trending,Armenia
#CycloneAlfred,2809.0,Only on X · Trending,Australia
Ukraine,2250000.0,Politics · Trending,Australia
Democrats,1470000.0,Politics · Trending,Australia
#INDvsAUS,311000.0,Cricket · Trending,Australia
Canada,1350000.0,Politics · Trending,Australia
Russia,889000.0,Politics · Trending,Australia
Brisbane,7380.0,Trending,Australia
#StateOfTheUnion,95300.0,Politics · Trending,Australia
Putin,899000.0,Politics · Trending,Australia
Dems,274000.0,Politics · Trending,Australia
#DaredevilBornAgain,63200.0,Entertainment · Trending,Australia
Lauren,58000.0,Politics · Trending,Australia
Roger Cook,2773.0,Trending,Australia
#SOTU,24500.0,Politics · Trending,Australia
Congress,711000.0,Politics · Trending,Australia
Al Green,175000.0,Politics · Trending,Australia
Sussex,16500.0,News · Trending,Australia
Trudeau,483000.0,Politics · Trending,Australia
Europe,639000.0,Politics · Trending,Australia
Knob,13100.0,Trending,Australia
Queensland,3917.0,Trending,Australia
Gold Coast,1370.0,Trending,Australia
Jane Hume,1380.0,Trending,Australia
Opening Round,1763.0,Trending,Australia
wonwoo,211000.0,Korean music · Trending,Australia
NATO,369000.0,Politics · Trending,Australia
Jamie,29300.0,Trending,Australia
Clint,5506.0,Trending,Australia
Alex Carey,3675.0,Trending,Australia
Zelenskyy,308000.0,Politics · Trending,Australia
Greenland,20700.0,Politics · Trending,Australia
El Salvador,41500.0,Business & finance · Trending,Australia
Dolly,36400.0,Country music · Trending,Australia
Canadians,231000.0,Politics · Trending,Australia
Cat 2,7789.0,Trending,Australia
Myles,16400.0,Sports · Trending,Australia
Luka,117000.0,NBA · Trending,Australia
Cooper connolly,2122.0,Trending,Australia
Wildcats,2699.0,Trending,Australia
Sally,19500.0,Trending,Australia
Maxwell,37900.0,Trending,Australia
Skippy,1891.0,Trending,Australia
Say Goodbye,10600.0,Trending,Australia
Odegaard,22400.0,UEFA Champions League · Trending,Australia
The AFL,2539.0,Trending,Australia
Fiona,11400.0,Comedy films · Trending,Australia
#Mannheim,22600.0,Trending,Austria
Canada,1350000.0,Politics · Trending,Austria
Blödsinn,2714.0,Trending,Austria
Täter,13900.0,Trending,Austria
Deutscher,11700.0,Trending,Austria
#PresidentTrump,4600.0,Trending in Politics,Austria
stocker,3875.0,Trending,Austria
Frieden,28100.0,Trending,Austria
Müll,1260.0,Trending,Austria
freude,1416.0,Trending,Austria
#Oscars,245000.0,Entertainment · Trending,Austria
Ungarn,2179.0,Trending,Austria
NATO,369000.0,Politics · Trending,Austria
Bitcoin,707000.0,Business & finance · Trending,Austria
Italy,94600.0,Politics · Trending,Austria
Neutralität,1207.0,Trending,Austria
markt,2984.0,Trending,Austria
Putin,899000.0,Politics · Trending,Austria
Orban,37400.0,Politics · Trending,Austria
Russland,34300.0,Trending,Austria
vertrag,1235.0,Trending,Austria
Europeans,84500.0,Politics · Trending,Austria
Ukraine,2250000.0,Politics · Trending,Austria
Fasching,2052.0,Trending,Austria
presse,17200.0,Trending,Austria
Maßnahmen,3658.0,Trending,Austria
Waffenstillstand,1744.0,Trending,Austria
Feind,1636.0,Trending,Austria
Leyen,97300.0,Politics · Trending,Austria
außenministerin,3329.0,Trending,Austria
fenster,1592.0,Trending,Austria
Iran,174000.0,Politics · Trending,Austria
Selenskyj,15100.0,Trending,Austria
Schulden,49300.0,Trending,Austria
Russia,888000.0,Politics · Trending,Austria
Weltkrieg,4111.0,Trending,Austria
#Patriots,3581.0,Trending,Austria
London,221000.0,Politics · Trending,Austria
Japan,317000.0,Trending,Austria
märz 2025,1789.0,Trending,Austria
Soldaten,10400.0,Trending,Austria
Tesla,151000.0,Trending,Austria
Biden,621000.0,Politics · Trending,Austria
MAGA,355000.0,Politics · Trending,Austria
Kriegstreiber,5092.0,Trending,Austria
Europe,639000.0,Politics · Trending,Azerbaijan
#SPX6900,5262.0,Business & finance · Trending,Azerbaijan
Putin,899000.0,Politics · Trending,Azerbaijan
Amin,52300.0,Trending,Azerbaijan
Trump,6030000.0,Politics · Trending,Azerbaijan
#Ukraine,66900.0,Politics · Trending,Azerbaijan
Approve of DOGE,10400.0,Trending in Business & finance,Azerbaijan
Yes DOGE,15000.0,Trending in Business & finance,Azerbaijan
Mavs,48700.0,NBA · Trending,Bahamas
Canada,1350000.0,Politics · Trending,Bahamas
Steph,39700.0,NBA · Trending,Bahamas
Jesus,272000.0,Politics · Trending,Bahamas
Trump,3340000.0,Politics · Trending,Bahamas
Ukraine,2250000.0,Politics · Trending,Bahamas
دياز,12300.0,UEFA Champions League · Trending,Bahrain
#الهلال_بختاكور,72700.0,Football · Trending,Bahrain
فالفيردي,8658.0,UEFA Champions League · Trending,Bahrain
الفاريز,7887.0,Trending,Bahrain
٣ رمضان,53400.0,Trending,Bahrain
اتلتيكو,800000.0,UEFA Champions League · Trending,Bahrain
جيسوس,78800.0,Sports · Trending,Bahrain
#الشيك_مع_بوعبدالله3,26000.0,Trending,Bahrain
عثمان الخميس,25800.0,Trending,Bahrain
القادسية,799000.0,Trending,Bahrain
#بالدم,3040.0,Trending,Bahrain
#صباح_الخير,10800.0,Only on X · Trending,Bahrain
#مسلسل_معاويه,4743.0,Trending,Bahrain
موسى,14300.0,Trending,Bahrain
الريال,9590.0,UEFA Champions League · Trending,Bahrain
علي محمد,105000.0,Trending,Bahrain
القران الكريم,53800.0,Trending,Bahrain
صالح الاعمال,8519.0,Trending,Bahrain
ولي العهد,45700.0,Trending,Bahrain
نيمار,4307.0,Sports · Trending,Bahrain
الشوط الاول,5155.0,UEFA Champions League · Trending,Bahrain
May Allah,37900.0,Sports · Trending,Bahrain
اسرائيل,67600.0,Politics · Trending,Bahrain
Ramadan,335000.0,Food · Trending,Bahrain
فلسطين,66200.0,Politics · Trending,Bahrain
الشوط الثاني,3748.0,UEFA Champions League · Trending,Bahrain
ميلان,1580000.0,UEFA Champions League · Trending,Bahrain
رييس مجلس الوزراء,2195.0,Trending,Bahrain
#شهر_رمضان,7116.0,Trending,Bahrain
#شهر_الخير,1285.0,Trending,Bahrain
#ايران,12100.0,Trending,Bahrain
#QuaiNetwork,2755.0,Business & finance · Trending,Bangladesh
#UseDecentral,3147.0,Business & finance · Trending,Bangladesh
#INDvsAUS,311000.0,Cricket · Trending,Bangladesh
DeFi,157000.0,Business & finance · Trending,Bangladesh
#Fakers,4915.0,Trending,Bangladesh
#tariffs,14500.0,Politics · Trending,Bangladesh
XIUMIN,123000.0,Korean music · Trending,Bangladesh
Vini,42800.0,UEFA Champions League · Trending,Bangladesh
US Crypto Reserve,26600.0,Business & finance · Trending,Bangladesh
Atletico,145000.0,UEFA Champions League · Trending,Bangladesh
Token,1940000.0,Business & finance · Trending,Bangladesh
UEFA Champions League,16000.0,Football · Trending,Bangladesh
Mbappe,72600.0,UEFA Champions League · Trending,Bangladesh
Polkadot,16900.0,Business & finance · Trending,Bangladesh
Chainlink,12400.0,Business & finance · Trending,Bangladesh
Project,467000.0,Trending,Bangladesh
Honor,185000.0,Trending,Bangladesh
President,1610000.0,Politics · Trending,Bangladesh
Next Week,86400.0,Trending,Bangladesh
Target,196000.0,Business & finance · Trending,Bangladesh
Scam,170000.0,Business & finance · Trending,Bangladesh
Korea,164000.0,Trending,Bangladesh
$LINK,13000.0,Business & finance · Trending,Bangladesh
Real Madrid,211000.0,UEFA Champions League · Trending,Bangladesh
mingyu,525000.0,Korean music · Trending,Bangladesh
$DOT,7746.0,Business & finance · Trending,Bangladesh
Trump,3340000.0,Politics · Trending,Bangladesh
Pakistan,160000.0,Trending,Bangladesh
Canada,1350000.0,Politics · Trending,Bangladesh
Zealy,16800.0,Trending,Bangladesh
Do What You Do,519000.0,Trending,Bangladesh
Arsenal,283000.0,Football · Trending,Bangladesh
USAID,233000.0,Trending,Bangladesh
Nani,86800.0,Trending,Bangladesh
Myanmar,11800.0,Politics · Trending,Bangladesh
PublicAI,53100.0,Business & finance · Trending,Bangladesh
Contact Me,40700.0,Trending,Bangladesh
Edward,40200.0,Entertainment · Trending,Bangladesh
Helpful,31600.0,Trending,Bangladesh
Lisa,524000.0,Music · Trending,Bangladesh
Dusk,5055.0,Trending,Bangladesh
Count,103000.0,Trending,Bangladesh
NFTs,91200.0,Trending,Bangladesh
Really Amazing,18500.0,Trending,Bangladesh
Trump,6090000.0,Politics · Trending,Barbados
Caribbean,9089.0,Trending,Barbados
Trinidad,6558.0,Trending,Barbados
Barbados,1893.0,Trending,Barbados
#Bitcoin,131000.0,Business & finance · Trending,Belarus
#Trump,158000.0,Politics · Trending,Belarus
Германии,1491.0,Trending,Belarus
Оскар,1939.0,Trending,Belarus
#Web3,37100.0,Trending,Belarus
Зеленского,9087.0,Politics · Trending,Belarus
Russia,889000.0,Politics · Trending,Belarus
#Crypto,140000.0,Business & finance · Trending,Belarus
Зеленский,11100.0,Trending,Belarus
Какие,4675.0,Trending,Belarus
Украиной,1332.0,Trending,Belarus
#CLUAVL,2661.0,Trending,Belgium
#KohLanta,8943.0,Survival competition · Trending,Belgium
Alvarez,146000.0,UEFA Champions League · Trending,Belgium
Aston Villa,32600.0,Football · Trending,Belgium
Brahim Diaz,29900.0,UEFA Champions League · Trending,Belgium
#ChampionsLeague,18700.0,Football · Trending,Belgium
Camavinga,27300.0,UEFA Champions League · Trending,Belgium
#WorldObesityDay,4418.0,Trending,Belgium
Dortmund,28300.0,UEFA Champions League · Trending,Belgium
Israeli,261000.0,Politics · Trending,Belgium
ReArm Europe,29000.0,Trending,Belgium
Canada,1350000.0,Politics · Trending,Belgium
ChatGPT,80400.0,Trending,Belgium
Ukraine,2250000.0,Politics · Trending,Belgium
Mbappe,72600.0,UEFA Champions League · Trending,Belgium
Apple,344000.0,Technology · Trending,Belgium
Donald,943000.0,Politics · Trending,Belgium
Commission,156000.0,Trending,Belgium
Malheureusement,8573.0,Trending,Belgium
Italie,8830.0,Trending,Belgium
Mannheim,76000.0,Trending,Belgium
Polen,5731.0,Trending,Belgium
Madrid,418000.0,UEFA Champions League · Trending,Belgium
Afghanistan,143000.0,Politics · Trending,Belgium
Islam,164000.0,Politics · Trending,Belgium
Trudeau,483000.0,Politics · Trending,Belgium
Oekraine,25100.0,Trending,Belgium
talbi,1824.0,Trending,Belgium
Rusland,12700.0,Trending,Belgium
Zelensky,869000.0,Politics · Trending,Belgium
Putin,900000.0,Politics · Trending,Belgium
Trump,3200000.0,Politics · Trending,Belgium
Crypto,3990000.0,Business & finance · Trending,Belgium
Vietnam,57100.0,Trending,Belgium
Poetin,5656.0,Trending,Belgium
Iraq,93600.0,Politics · Trending,Belgium
Carême,18500.0,Trending,Belgium
Leyen,97400.0,Politics · Trending,Belgium
Russie,73800.0,Politics · Trending,Belgium
Oscar,605000.0,Trending,Belgium
Navo,4589.0,Trending,Belgium
NATO,369000.0,Politics · Trending,Belgium
Orban,37400.0,Politics · Trending,Belgium
Arsenal,283000.0,Football · Trending,Benin
Trump,3340000.0,Politics · Trending,Benin
Putin,899000.0,Politics · Trending,Bolivia
Democrats,1650000.0,Politics · Trending,BosniaAndHerzegovina
Al Green,175000.0,Politics · Trending,BosniaAndHerzegovina
#StateOfTheUnion,95200.0,Politics · Trending,BosniaAndHerzegovina
Dems,275000.0,Politics · Trending,BosniaAndHerzegovina
#DaredevilBornAgain,63100.0,Entertainment · Trending,BosniaAndHerzegovina
wonwoo,213000.0,Korean music · Trending,BosniaAndHerzegovina
Pocahontas,59300.0,Politics · Trending,BosniaAndHerzegovina
Tuiuti,32100.0,Holidays · Trending,BosniaAndHerzegovina
West Point,25400.0,Politics · Trending,BosniaAndHerzegovina
Laken Riley,134000.0,Politics · Trending,BosniaAndHerzegovina
Grande Rio,23800.0,Holidays · Trending,BosniaAndHerzegovina
イベクエ,4885.0,Trending worldwide,BosniaAndHerzegovina
Nancy,125000.0,Politics · Trending,BosniaAndHerzegovina
Secret Service,155000.0,Politics · Trending,BosniaAndHerzegovina
#SOTU,24500.0,Politics · Trending,BosniaAndHerzegovina
#Globeleza,68400.0,Holidays · Trending,BosniaAndHerzegovina
スシロー,57500.0,Trending worldwide,BosniaAndHerzegovina
AMERICA IS BACK,81100.0,Politics · Trending,BosniaAndHerzegovina
Canada,1350000.0,Politics · Trending,BosniaAndHerzegovina
Greenland,21000.0,Politics · Trending,BosniaAndHerzegovina
Jaxson Hayes,3170.0,NBA · Trending,BosniaAndHerzegovina
DJ Daniel,43200.0,Politics · Trending,BosniaAndHerzegovina
カプコンカップ,5561.0,Gaming · Trending,BosniaAndHerzegovina
Slotkin,36400.0,Politics · Trending,BosniaAndHerzegovina
Nicole Wallace,7492.0,Trending worldwide,BosniaAndHerzegovina
#سيد_الناس,4753.0,Trending worldwide,BosniaAndHerzegovina
Iowa State,6014.0,Trending worldwide,BosniaAndHerzegovina
Zion,12200.0,NBA · Trending,BosniaAndHerzegovina
ロージズインメイ,2531.0,Trending worldwide,BosniaAndHerzegovina
トライアル,6749.0,Politics · Trending,BosniaAndHerzegovina
Auburn,9692.0,Trending worldwide,BosniaAndHerzegovina
HIDE AND SING JMIBARRA,23700.0,Only on X · Trending,BosniaAndHerzegovina
パックル,1086.0,News · Trending,BosniaAndHerzegovina
新幹線大爆破,27600.0,Travel · Trending,BosniaAndHerzegovina
FREE YOKO FROM NINESTAR,299000.0,Only on X · Trending,BosniaAndHerzegovina
Suns,14400.0,NBA · Trending,BosniaAndHerzegovina
ウォヌさん,1809.0,Korean music · Trending,BosniaAndHerzegovina
Milton Cunha,16600.0,Trending worldwide,BosniaAndHerzegovina
聡ちゃん,3441.0,J-pop · Trending,BosniaAndHerzegovina
Foggy,10000.0,Entertainment · Trending,BosniaAndHerzegovina
ヒロアカ原画展,2538.0,My Hero Academia · Trending,BosniaAndHerzegovina
Musk Steals,11100.0,Trending worldwide,BosniaAndHerzegovina
ヒロアカ展,3997.0,My Hero Academia · Trending,BosniaAndHerzegovina
懲役25年求刑,2432.0,News · Trending,BosniaAndHerzegovina
Abbey Gate,29500.0,Politics · Trending,BosniaAndHerzegovina
Jocelyn,50700.0,Politics · Trending,BosniaAndHerzegovina
Real Madrid,211000.0,UEFA Champions League · Trending,Botswana
#SweetGuluva,15300.0,Trending,Botswana
Nsuku,4056.0,Trending,Botswana
Arsenal,283000.0,Football · Trending,Botswana
Falcons,4706.0,NFL · Trending,Botswana
Uyanda,8145.0,Trending,Botswana
Swiss,15500.0,Trending,Botswana
Kante,2995.0,Trending,Botswana
WhatsApp,138000.0,Trending,Botswana
#AshleyOgle,73900.0,Trending,Botswana
Jesus,272000.0,Politics · Trending,Botswana
Democrats,1470000.0,Trending in Politics,Botswana
Al Green,175000.0,Trending in Political figures,Botswana
Dems,275000.0,Trending in Politics,Botswana
Pocahontas,59000.0,Trending in Political figures,Botswana
Nancy,125000.0,Trending in Political figures,Botswana
Social Security,167000.0,Trending in Politics,Botswana
God Bless America,37400.0,Trending in Politics,Botswana
#PresidentTrump,4600.0,Trending in Politics,Botswana
#Trump2025,2275.0,Trending in Politics,Botswana
Mike Johnson,46700.0,Trending in Politics,Botswana
Capitol,118000.0,Trending in Politics,Botswana
Tuiuti,32299.999999999996,Holidays · Trending,Brazil
Grande Rio,23700.0,Holidays · Trending,Brazil
Oscar,605000.0,Trending,Brazil
#Globeleza,68700.0,Holidays · Trending,Brazil
#BatePapoBBB,12900.0,Other competition · Trending,Brazil
Mocidade,29500.0,Holidays · Trending,Brazil
#ApuracaoSp,17500.0,Holidays · Trending,Brazil
Milton Cunha,16600.0,Holidays · Trending,Brazil
Carnaval,361000.0,Holidays · Trending,Brazil
Anora,102000.0,Entertainment · Trending,Brazil
Rodrygo,87300.0,UEFA Champions League · Trending,Brazil
Erika Hilton,16200.0,Trending,Brazil
Valverde,64099.99999999999,UEFA Champions League · Trending,Brazil
Sapucaí,27300.0,Holidays · Trending,Brazil
#DaredevilBornAgain,63200.0,Entertainment · Trending,Brazil
Paolla Oliveira,5025.0,Trending,Brazil
Fernanda,141000.0,Trending,Brazil
Brahim,107000.0,UEFA Champions League · Trending,Brazil
Tucuruvi,11600.0,Holidays · Trending,Brazil
#CasaDaChampions,2040.0,Trending,Brazil
quaresma,6376.0,Trending,Brazil
Julian Alvarez,101000.0,Football · Trending,Brazil
Edna,4223.0,Football · Trending,Brazil
Arsenal,283000.0,Football · Trending,Brazil
Ainda Estou Aqui,93400.0,Entertainment · Trending,Brazil
Walter Salles,49600.0,Trending,Brazil
Mikey,76200.0,Entertainment · Trending,Brazil
Xica Manicongo,7653.0,Holidays · Trending,Brazil
Rosas de Ouro,3929.0,Holidays · Trending,Brazil
Tijuca,5378.0,Trending,Brazil
LE SSERAFIM,26600.0,K-pop · Trending,Brazil
wonwoo,212000.0,Korean music · Trending,Brazil
Beija-Flor,28900.0,Holidays · Trending,Brazil
Renata,49700.0,Other competition · Trending,Brazil
Gaviões,23600.0,Holidays · Trending,Brazil
Emilia Perez,61000.0,Entertainment · Trending,Brazil
Demi Moore,29600.0,Entertainment · Trending,Brazil
Demolidor,2956.0,Trending,Brazil
Globo,56000.0,Trending,Brazil
Camilla,46600.0,Other competition · Trending,Brazil
Mancha,19500.0,Trending,Brazil
Rubens Paiva,33900.0,Trending,Brazil
Caxias,3119.0,Holidays · Trending,Brazil
Tropa de Elite,11300.0,Trending,Brazil
Novorizontino,2013.0,Football · Trending,Brazil
Fifi,21900.0,Other competition · Trending,Brazil
Red Velvet,17100.0,K-pop · Trending,Brazil
Camavinga,27300.0,UEFA Champions League · Trending,Brazil
#DiorAW25,3170000.0,Fashion · Trending,Brunei
Jisoo,619000.0,Trending,Brunei
#Trump,158000.0,Politics · Trending,Bulgaria
Germany,184000.0,Politics · Trending,Bulgaria
White House,255000.0,Politics · Trending,Bulgaria
NATO,369000.0,Politics · Trending,Bulgaria
Ukraine,2260000.0,Politics · Trending,Bulgaria
Vance,485000.0,Politics · Trending,Bulgaria
China,515000.0,Politics · Trending,Bulgaria
Canada,1350000.0,Politics · Trending,Bulgaria
Zelensky,870000.0,Politics · Trending,Bulgaria
Russia,889000.0,Politics · Trending,Bulgaria
Europe,639000.0,Politics · Trending,Bulgaria
Putin,900000.0,Politics · Trending,Bulgaria
USSR,11900.0,Politics · Trending,Bulgaria
Rwanda,51700.0,Politics · Trending,Burundi
Amerikan,4945.0,Trending,CaboVerde
Putin,900000.0,Politics · Trending,CaboVerde
Ukraine,2250000.0,Politics · Trending,CaboVerde
Iraq,93700.0,Politics · Trending,CaboVerde
Poland,81800.0,Politics · Trending,CaboVerde
Johanna,2528.0,Trending,CaboVerde
Russia,890000.0,Politics · Trending,CaboVerde
RIKU,26100.0,K-pop · Trending,CaboVerde
Apple,344000.0,Technology · Trending,CaboVerde
Denmark,21200.0,Politics · Trending,CaboVerde
Kremlin,52700.0,Politics · Trending,CaboVerde
NFTs,91200.0,Trending,CaboVerde
Europe,639000.0,Politics · Trending,CaboVerde
Nigeria,116000.0,Politics · Trending,CaboVerde
MAGA,356000.0,Politics · Trending,CaboVerde
Vance,485000.0,Politics · Trending,CaboVerde
The USA,324000.0,Politics · Trending,CaboVerde
Oval Office,82900.0,Politics · Trending,CaboVerde
Taiwan,52700.0,Politics · Trending,CaboVerde
Ramadan,335000.0,Trending,CaboVerde
#LingOrmDiorAW25,2820000.0,Fashion · Trending,Cambodia
#MillionsMaxByFaye,207000.0,Trending,Cambodia
PERAYA X MILLIONSMAX OPENING,206000.0,Trending,Cambodia
#ReportForFayeYoko,20800.0,Trending,Cambodia
STOP WORKING WITH NINESTAR,20600.0,Trending,Cambodia
Link WA,13200.0,Trending,Cambodia
#โฟร์ทณัฐวรรธน์,78700.0,Trending,Cambodia
Canada,1350000.0,Politics · Trending,Cambodia
Cambodia,3557.0,Trending,Cambodia
Thailand,135000.0,Trending,Cambodia
Russia,889000.0,Politics · Trending,Cambodia
big bet,8884.0,Trending,Cambodia
#srchafreen,245000.0,Trending,Cambodia
NATO,369000.0,Politics · Trending,Cambodia
